STATE_CODE_001,STRUCTURE_NUMBER_008,RECORD_TYPE_005A,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,ROUTE_NUMBER_005D,DIRECTION_005E,HIGHWAY_DISTRICT_002,COUNTY_CODE_003,PLACE_CODE_004,FEATURES_DESC_006A,CRITICAL_FACILITY_006B,FACILITY_CARRIED_007,LOCATION_009,MIN_VERT_CLR_010,KILOPOINT_011,BASE_HWY_NETWORK_012,LRS_INV_ROUTE_013A,SUBROUTE_NO_013B,LAT_016,LONG_017,DETOUR_KILOS_019,TOLL_020,MAINTENANCE_021,OWNER_022,FUNCTIONAL_CLASS_026,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,TRAFFIC_LANES_UND_028B,ADT_029,YEAR_ADT_030,DESIGN_LOAD_031,APPR_WIDTH_MT_032,MEDIAN_CODE_033,DEGREES_SKEW_034,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,APPR_KIND_044A,APPR_TYPE_044B,MAIN_UNIT_SPANS_045,APPR_SPANS_046,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,OPR_RATING_METH_063,OPERATING_RATING_064,INV_RATING_METH_065,INVENTORY_RATING_066,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,WORK_DONE_BY_075B,IMP_LEN_MT_076,DATE_OF_INSPECT_090,INSPECT_FREQ_MONTHS_091,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,FRACTURE_LAST_DATE_093A,UNDWATER_LAST_DATE_093B,SPEC_LAST_DATE_093C,BRIDGE_IMP_COST_094,ROADWAY_IMP_COST_095,TOTAL_IMP_COST_096,YEAR_OF_IMP_097,OTHER_STATE_CODE_098A,OTHER_STATE_PCNT_098B,OTHR_STATE_STRUC_NO_099,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,TEMP_STRUCTURE_103,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,PIER_PROTECTION_111,BRIDGE_LEN_IND_112,SCOUR_CRITICAL_113,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,MIN_NAV_CLR_MT_116,FED_AGENCY,SUBMITTED_BY,BRIDGE_CONDITION,LOWEST_RATING,DECK_AREA,LATDEG,LATMIN,LATSEC,LONGDEG,LONGMIN,LONGSEC,LATDD,LONGDD_pos,LONGDD,DECK_CONDITION
12,720207,1,1,1,10,0,2,31,35000,CAHOON RD.,,I-10 WB (SR-8),I-10 WB / CAHOON RD.,99.99,24.728,1,72270000,0,30185443,81470100,2,3,1,1,11,1960,4,4,45250,2022,5,27.9,0,0,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,3,0,21.1,17.7,40.5,0,0,21.1,22.1,99.99,H,5.08,H,0.7,0,7,7,7,N,N,3,37.7,3,34.5,7,7,3,5,N,8,,,0,1123,24,N  ,N  ,N  ,,,,0,0,0,,,0,               ,1,L,1,,1,0,2013,1,0,0,0,16,1,,Y,N,78509,2044,0,N,12,G,7,895.05,30,18,54.43,81,47,1,30.315119,81.783611,-81.783611,Good
12,720208,1,1,1,10,0,2,31,35000,BRANCH OF DEEP CREEK,,I-10 (SR-8),2.5 MI. W. OF US-301,99.99,1.225,1,72270000,0,30170864,82012922,6,3,1,1,1,1962,4,0,40000,2022,0,23.8,1,0,0,N,N,1,1,5,0,0,0,A,1,5,1,19,0,0,3,0,14.3,2.7,8.5,0,0,0,0,99.99,N,0,N,0,0,N,N,N,7,6,3,53.9,3,34.7,6,N,N,5,8,8,,,0,1022,24,N  ,N  ,N  ,,,,0,0,0,,,0,               ,1,N,2,,1,0,1973,N,N,N,N,30,1,,Y,8,69400,2044,0,N,12,F,6,202.3,30,17,8.64,82,1,29.22,30.285733,82.024783,-82.024783,N/A
12,720210,1,1,1,95,0,2,31,35000,BIG DAVIS CREEK,,I-95 (SR-9),0.1 MI.N.OF OLD ST. AUG.,99.99,5.618,1,72280000,0,30083600,81323200,11,3,1,1,11,1966,8,0,100362,2022,6,42,1,43,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,4,0,22,3.1,16.9,0,0,0,0,99.99,N,0,N,0,0,N,N,N,7,6,1,53.2,1,31.8,6,N,N,5,8,8,,,0,623,24,N  ,N  ,N  ,,,,0,0,0,,,0,               ,1,N,2,,1,0,2001,N,N,N,N,10,1,,Y,8,174128,2044,0,N,12,F,6,709.8,30,8,36,81,32,32,30.143333,81.542222,-81.542222,N/A
12,720213,1,1,1,295,0,2,31,35000,MELVIN RD.,,I-295 NB (SR-9A),I-295 (SR-9A)/ MELVIN RD.,99.99,26.392,1,72001000,0,30152003,81454621,1,3,1,1,11,1972,3,2,59000,2022,5,18,0,3,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,3,0,17.1,16.8,40.5,0,0,17.1,18.3,99.99,H,4.59,H,3.8,0,7,7,7,N,N,3,38.8,3,25.8,6,6,6,5,N,8,,,0,522,24,N  ,N  ,N  ,,,,0,0,0,,,0,               ,1,R,1,,1,0,1994,1,0,0,0,13,1,,Y,N,102365,2044,0,N,12,G,7,741.15,30,15,20.03,81,45,46.21,30.255564,81.762836,-81.762836,Good
12,720214,1,1,1,295,0,2,31,35000,WILSON BLVD.,,I-295 NB (SR-9A),I-295 NB / WILSON BLVD.,99.99,27.998,0,72001000,0,30161146,81460165,0,3,1,1,11,1972,3,7,59000,2022,5,16.8,0,17,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,3,0,17.1,30.2,51.5,0,0,17.1,18.6,99.99,H,4.82,H,0.7,0,7,7,7,N,N,1,54.9,1,33,7,6,3,5,N,8,,,0,422,24,N  ,N  ,N  ,,,,0,0,0,,,0,               ,1,R,1,,1,0,1994,1,0,0,0,13,1,,Y,N,102365,2044,0,N,12,G,7,957.9,30,16,11.46,81,46,1.65,30.26985,81.767125,-81.767125,Good
12,720215,1,1,1,95,0,2,31,35000,FECRR,,I-95 SB (SR-9),I-95 SB OVER FECRR,99.99,10.366,1,72280000,0,30105908,81333099,2,3,1,1,11,1966,6,0,63500,2022,6,28.7,0,40,0,1,1,1,1,5,N,0,0,A,1,2,5,2,0,0,4,0,26.9,18.6,65.2,0,0,26.9,28,99.99,R,7.21,R,5.4,0,7,7,7,N,N,1,52.4,1,33.1,7,5,7,5,N,8,,,0,423,24,N  ,N  ,N  ,,,,0,0,0,,,0,               ,1,L,1,,1,0,1997,1,0,0,0,8,1,,Y,N,110172,2044,0,N,12,G,7,1825.6,30,10,59.08,81,33,30.99,30.183078,81.558608,-81.558608,Good
12,720216,1,1,1,95,0,2,31,35000,US-1 (SR-5),,I-95 SB (SR-9),I-95 SB OVER US-1,99.99,10.562,1,72280000,0,30110569,81332972,1,3,1,1,11,1966,5,6,63500,2022,6,27.3,0,40,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,4,0,23.2,24.4,80.2,0,0,23.2,24.1,99.99,H,4.81,H,1.5,3.8,7,6,7,N,N,1,56.8,1,34.1,6,5,3,5,N,8,,,0,822,24,N  ,N  ,N  ,,,,0,0,0,,,0,               ,1,L,1,,1,0,1997,1,0,0,0,8,1,,Y,N,110172,2044,0,N,12,F,6,1932.82,30,11,5.69,81,33,29.72,30.184914,81.558256,-81.558256,Good
12,720217,1,1,1,95,0,2,31,35000,TIRE CREEK,,I-95 (SR-9),0.3 MI. N. OF US-1,99.99,11.111,1,72280000,0,30112191,81332626,3,3,1,1,11,1967,8,0,124000,2022,6,42.2,1,10,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,3,0,24.7,2.4,7.8,0,0,0,0,99.99,N,0,N,0,0,N,N,N,6,6,1,99.9,1,99.9,6,N,N,5,8,8,,,0,722,24,N  ,N  ,N  ,,,,0,0,0,,,0,               ,1,N,2,,1,0,0,N,N,N,N,8,1,,Y,8,215140,2044,0,N,12,F,6,329.16,30,11,21.91,81,33,26.26,30.189419,81.557294,-81.557294,N/A
12,720218,1,1,1,95,0,2,31,35000,NASSAU RIVER,,I-95 SB (SR-9),I-95 SB / NASSAU RIVER,99.99,16.729,1,72290000,0,30343291,81384579,2,3,1,1,1,1967,3,0,45000,2022,6,17.1,0,0,0,1,1,1,1,5,1,3,12.8,A,1,5,5,2,0,0,13,0,17.1,14.6,190.2,0,0,17.1,17.9,99.99,N,0,N,0,0,7,7,4,4,N,1,63.3,1,38,4,6,N,5,8,8,38,1,190.2,523,24,N  ,Y23,Y12,,523,523,425,0,425,,,0,               ,1,L,1,,1,0,1992,1,0,0,0,13,1,1,Y,3,78075,2044,0,N,12,P,4,3404.58,30,34,32.91,81,38,45.79,30.575808,81.646053,-81.646053,Good
12,720219,1,1,1,95,0,2,31,35000,BAYMEADOWS RD.,,I-95 SB (SR-9),I-95 & BAYMEADOWS RD.,99.99,14.965,1,72280000,0,30131507,81341685,0,3,1,1,11,1966,3,8,52000,2022,6,17.1,0,29,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,4,0,17.1,18.6,63.7,0,0,17.1,18,99.99,H,4.91,H,0.8,3.8,7,7,7,N,N,1,55.9,1,33.5,7,6,3,5,N,8,,,0,1122,24,N  ,N  ,N  ,,,,0,0,0,,,0,               ,1,L,1,,1,0,1997,1,0,0,0,13,1,,Y,N,90220,2044,0,N,12,G,7,1146.6,30,13,15.07,81,34,16.85,30.220853,81.571347,-81.571347,Good
12,720228,1,1,1,295,0,2,31,35000,JULINGTON CREEK,,I-95 Ramp to I-295,I-95 NB Ramp to I-295 NB,99.99,1.497,1,72001101,0,30100351,81334172,5,3,1,1,11,1966,3,0,19500,2022,6,22.2,1,0,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,4,0,11.6,3,13,0,0,0,0,99.99,N,0,N,0,0,N,N,N,6,5,1,99.9,1,72.3,5,N,N,5,7,8,,,0,124,24,N  ,N  ,N  ,,,,0,0,0,,,0,               ,1,N,1,,1,0,2005,N,N,N,N,13,1,,Y,8,33832,2044,0,N,12,F,5,288.6,30,10,3.51,81,33,41.72,30.167642,81.561589,-81.561589,N/A
12,720229,1,1,1,95,0,2,31,35000,DUNN AVE. (SR-104),,I-95 SB (SR-9),I-95 SB / DUNN AVE.,99.99,0.257,1,72290000,0,30254810,81392269,0,3,1,1,11,1968,3,7,41500,2022,6,17.6,0,4,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,2,0,17,24.1,47.9,0,0,17,17.8,99.99,H,4.71,H,1.6,0.3,7,7,7,N,N,3,44.2,3,25.7,6,6,3,5,N,8,,,0,922,24,N  ,N  ,N  ,,,,0,0,0,,,0,               ,1,L,1,,1,0,1992,1,0,0,0,13,1,,Y,N,72002,2044,0,N,12,G,7,852.62,30,25,48.1,81,39,22.69,30.430028,81.656303,-81.656303,Good
12,720230,1,1,1,95,0,2,31,35000,CEDAR CREEK,,I-95 SB (SR-9),I-95 SB / CEDAR CREEK,99.99,0.99,1,72290000,0,30261232,81392092,2,3,1,1,11,1968,3,0,41500,2022,6,17.7,0,13,0,1,1,1,1,5,0,0,0,A,1,5,1,1,0,0,7,0,17.1,9.8,68.3,0,0,17.1,17.9,99.99,N,0,N,0,0,7,7,6,7,N,1,59.1,1,35.5,6,6,N,5,8,8,,,0,1223,24,N  ,Y24,N  ,,1223,,0,0,0,,,0,               ,1,L,1,,1,0,1992,1,0,0,0,13,1,,Y,8,72002,2044,0,N,12,F,6,1222.57,30,26,12.32,81,39,20.92,30.436756,81.655811,-81.655811,Good
12,720231,1,1,1,95,0,2,31,35000,LITTLE CEDAR CREEK,,I-95 SB (SR-9),I-95 SB/LITTLE CEDAR CRK.,99.99,2.136,1,72290000,0,30264811,81391160,2,3,1,1,11,1968,3,0,41500,2022,6,17.7,0,30,0,1,1,1,1,5,0,0,0,A,1,5,1,1,0,0,7,0,17.1,9.8,68.3,0,0,17.1,17.9,99.99,N,0,N,0,0,7,7,6,7,N,1,59.1,1,35.5,6,6,N,5,8,8,,,0,322,24,N  ,Y24,N  ,,322,,0,0,0,,,0,               ,1,L,1,,1,0,1992,1,0,0,0,13,1,,Y,8,72002,2044,0,N,12,F,6,1222.57,30,26,48.11,81,39,11.6,30.446697,81.653222,-81.653222,Good
12,720234,1,1,1,95,0,2,31,35000,AIRPORT RD.,,I-95 SB (SR-9),I-95 OVER AIRPORT RD.,99.99,6.106,1,72290000,0,30285377,81383771,0,3,1,1,11,1968,3,6,60500,2022,6,16.4,0,0,0,1,0,1,1,5,N,0,0,A,1,1,5,2,0,0,2,0,17,23.5,46.9,0,0,17,18,99.99,H,4.66,H,4.5,6.7,7,7,7,N,N,3,33.9,3,30.4,7,6,6,5,N,8,,,0,1022,24,N  ,N  ,N  ,,,,0,0,0,,,0,               ,1,L,1,,1,0,1992,1,0,0,0,13,0,,Y,N,104968,2044,0,N,12,G,7,844.2,30,28,53.77,81,38,37.71,30.481603,81.643808,-81.643808,Good
12,720235,1,1,1,95,0,2,31,35000,BRANCH LITTLE CEDAR CRK.,,I-95 (SR-9),0.2 MI N OF AIRPORT RD.,99.99,6.59,1,72290000,0,30290826,81383415,5,3,1,1,11,1968,8,0,90000,2022,6,41.4,1,0,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,2,0,21.9,3.7,7.6,0,0,0,0,99.99,N,0,N,0,0,N,N,N,7,6,1,86.5,1,51.9,6,N,N,5,6,8,,,0,623,24,N  ,N  ,N  ,,,,0,0,0,,,0,               ,1,N,2,,1,0,0,N,N,N,N,13,1,,Y,8,156150,2044,0,N,12,F,6,314.64,30,29,8.26,81,38,34.15,30.485628,81.642819,-81.642819,N/A
12,720236,1,4,1,0,0,2,31,35000,I-95 (SR-9),,OWENS RD.,OWENS RD. / I-95,99.99,2.964,0,72710002,0,30292629,81382974,3,3,1,1,19,1968,2,6,1001,2020,4,7.3,0,18,0,0,0,0,1,5,N,0,0,A,1,1,5,2,0,0,2,0,8.5,33.5,66.1,0.5,0.5,8.5,10.1,99.99,H,4.9,H,3.5,5.3,7,6,6,N,N,1,66.2,1,46.2,6,5,5,5,N,8,,,0,1022,24,N  ,N  ,N  ,,,,0,0,0,,,0,               ,0,N,2,,0,0,0,1,0,0,0,5,0,,Y,N,1741,2042,0,N,12,F,6,667.61,30,29,26.29,81,38,29.74,30.490636,81.641594,-81.641594,Good
12,720237,1,1,1,95,0,2,31,35000,PECAN PARK RD. (SR-243),,I-95 SB (SR-9),I-95/PECAN PARK RD.,99.99,10.264,1,72290000,0,30310333,81380690,1,3,1,1,11,1968,3,6,45000,2022,6,17.7,0,4,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,2,0,16.9,21,42.1,0,0,16.9,17.8,99.99,H,4.95,H,5,0.1,7,7,7,N,N,3,41.2,3,32,7,6,6,5,N,8,,,0,922,24,N  ,N  ,N  ,,,,0,0,0,,,0,               ,1,L,1,,1,0,1992,1,0,0,0,13,1,,Y,N,78075,2044,0,N,12,G,7,749.38,30,31,3.33,81,38,6.9,30.517592,81.63525,-81.63525,Good
12,720240,1,1,1,295,0,2,31,35000,LOSCO CREEK,,I-295 (SR-9A),1.4 MI. S. OF OLD ST.AUG.,99.99,2.58,1,72001000,0,30100400,81344100,5,3,1,1,11,1970,13,0,139000,2022,5,64.3,3,0,0,N,N,1,1,5,0,0,0,A,1,5,1,19,0,0,3,0,99.9,2.1,6.7,0,0,0,0,99.99,N,0,N,0,0,N,N,N,7,6,1,79.4,1,47.4,6,N,N,5,7,8,,,0,1022,24,N  ,N  ,N  ,,,,0,0,0,,,0,               ,1,N,2,,1,0,2019,N,N,N,N,13,1,,Y,8,241165,2044,0,N,12,F,6,430.81,30,10,4,81,34,41,30.167778,81.578056,-81.578056,N/A
12,720241,1,1,1,295,0,2,31,35000,OLD ST. AUGUSTINE RD.,,I-295 SB (SR-9A),I-295 / OLD ST. AUG. RD.,99.99,4.888,1,72001000,0,30100877,81360868,0,3,1,1,11,1969,5,5,69500,2022,6,25.9,0,22,0,1,1,1,1,5,N,0,0,A,1,1,3,2,0,0,3,0,25.6,43.3,69.8,0,0,25.6,26.5,99.99,H,5.24,H,1.5,0,7,7,7,N,N,3,42.8,3,33,7,7,4,5,N,8,,,0,923,24,N  ,N  ,N  ,,,,0,0,0,,,0,               ,1,L,1,,1,0,2017,1,0,0,0,13,1,,Y,N,120235,2042,0,N,12,G,7,1849.7,30,10,8.77,81,36,8.68,30.169103,81.602411,-81.602411,Good
12,720242,1,1,1,295,0,2,31,35000,SR-13,,I-295 SB (SR-9A),I-295 SB OVER SR-13,99.99,7.759,1,72001000,0,30105265,81374216,0,3,1,1,11,1969,6,8,66250,2022,6,29.2,0,32,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,4,0,29.2,27.7,86,0,0,29.2,30.2,99.99,H,4.82,H,5.4,1.8,7,7,7,N,N,3,41.8,3,35.9,7,7,6,5,N,8,,,0,1122,24,N  ,N  ,N  ,,,,0,0,0,,,0,               ,1,L,1,,1,0,2017,1,0,0,0,13,0,,Y,N,114944,2044,0,N,12,G,7,2597.2,30,10,52.65,81,37,42.16,30.181292,81.628378,-81.628378,Good
12,720243,1,1,1,295,0,2,31,35000,SCOTT MILL RD.,,I-295 SB (SR-9A),I-295 SB / SCOTT MILL RD.,99.99,8.502,1,72001000,0,30110221,81380723,2,3,1,1,11,1969,6,2,64250,2022,6,29.3,0,17,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,3,0,29.3,17.4,40.5,0,0,29.3,30.2,99.99,H,4.79,H,4.6,0,7,7,7,N,N,3,54.6,3,42.1,7,7,7,5,N,8,,,0,1223,24,N  ,N  ,N  ,,,,0,0,0,,,0,               ,1,L,1,,1,0,2017,1,0,0,0,13,1,,Y,N,111474,2044,0,N,12,G,7,1223.1,30,11,2.21,81,38,7.23,30.183947,81.635342,-81.635342,Good
12,720244,1,1,1,295,0,2,31,35000,OLD ST. AUGUSTINE RD.,,I-295 NB (SR-9A),I-295 / OLD ST. AUG. RD.,99.99,4.9,1,72001000,0,30100948,81360872,0,3,1,1,11,1969,5,10,69500,2022,6,26.3,0,22,0,1,1,1,1,5,N,0,0,A,1,1,3,2,0,0,3,0,25.6,43.3,69.8,0,0,25.6,26.5,99.99,H,5.06,H,1.6,0,7,7,7,N,N,3,42.8,3,33,7,7,4,5,N,8,,,0,923,24,N  ,N  ,N  ,,,,0,0,0,,,0,               ,1,R,1,,1,0,2017,1,0,0,0,13,1,,Y,N,120232,2042,0,N,12,G,7,1849.7,30,10,9.48,81,36,8.72,30.1693,81.602422,-81.602422,Good
12,720245,1,1,1,295,0,2,31,35000,US-17 (SR-15),,I-295 SB (SR-9A),I-295 SB OVER US-17,99.99,15.397,1,72001000,0,30112942,81421911,0,3,1,1,11,1969,4,8,64250,2022,6,24.8,0,20,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,4,0,19.4,23.5,74.4,0,0,19.4,20.4,5.88,H,4.51,H,5.9,2.2,7,7,7,N,N,3,58.2,3,31.8,7,5,6,5,N,8,,,0,923,24,N  ,N  ,N  ,,,,0,0,0,,,0,               ,1,L,1,,1,0,1994,1,0,0,0,13,1,,Y,N,111474,2042,0,N,12,G,7,1517.76,30,11,29.42,81,42,19.11,30.191506,81.705308,-81.705308,Good
12,720246,1,1,1,295,0,2,31,35000,CSXRR,,I-295 SB (SR-9A),0.4 MI. N. OF US-17,99.99,15.973,1,72001000,0,30112884,81424092,2,3,1,1,11,1969,4,0,36750,2022,6,20.9,0,5,0,1,1,1,1,5,N,0,0,A,1,2,5,2,0,0,3,0,20.6,13.4,40.5,0,0,20.6,21.6,99.99,R,6.78,R,5.9,0,7,8,7,N,N,3,53.5,3,41.8,7,6,6,5,N,8,,,0,622,24,N  ,N  ,N  ,,,,0,0,0,,,0,               ,1,L,1,,1,0,2014,1,0,0,0,5,1,,Y,N,63761,2044,0,N,12,G,7,874.8,30,11,28.84,81,42,40.92,30.191344,81.711367,-81.711367,Good
12,720247,1,1,1,295,0,2,31,35000,ORTEGA RIVER,,I-295 SB (SR-9A),0.1 MI. S. OF SR-21,99.99,18.219,1,72001000,0,30114036,81440280,1,3,1,1,11,1969,3,0,36750,2022,6,19.4,0,0,0,1,1,1,1,5,0,0,0,A,1,5,1,1,0,0,3,0,19.4,11,32.9,0,0,19.4,20.4,99.99,N,0,N,0,0,7,7,6,6,N,1,63.8,1,38.2,6,9,N,5,8,8,35,1,32.9,124,24,N  ,Y23,N  ,,124,,750,0,750,,,0,               ,1,L,1,,1,0,1994,1,6,0,0,5,1,,Y,3,63761,2044,0,N,12,F,6,671.16,30,11,40.36,81,44,2.8,30.194544,81.734111,-81.734111,Good
12,720248,1,1,1,295,0,2,31,35000,SR-21,,I-295 SB (SR-9A),I-295 SB OVER SR-21,99.99,18.762,1,72001000,0,30114700,81442100,0,3,1,1,11,1969,3,9,36750,2022,6,17.8,0,24,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,4,0,17,25.3,77.7,0,0,17,17.9,99.99,H,4.61,H,1.7,1.4,7,6,7,N,N,3,52.1,3,29.9,6,6,3,5,N,8,,,0,322,24,N  ,N  ,N  ,,,,0,0,0,,,0,               ,1,L,1,,1,0,1994,1,0,0,0,5,1,,Y,N,63761,2044,0,N,12,F,6,1390.83,30,11,47,81,44,21,30.196389,81.739167,-81.739167,Good
12,720249,1,1,1,295,0,2,31,35000,ST. JOHNS RIVER,,I-295 SB (BUCKMAN),I-295 OVER ST.JOHNS RIVER,5.49,9.148,1,72001000,0,30112275,81394855,2,3,1,1,11,1970,4,0,64250,2022,5,20.7,0,0,0,1,1,1,1,5,1,0.3,0.3,A,1,5,3,2,5,2,3,212,20.7,76.2,4968.3,0,0,20.7,21.7,5.49,N,0,N,0,0,6,6,7,7,N,3,38.6,3,29.8,6,6,N,5,8,8,38,1,4968.2,423,24,N  ,Y24,Y06,,423,1023,665,0,839,,,0,               ,1,R,1,,1,0,1995,1,0,0,0,13,1,2,Y,5,111474,2044,0,N,12,F,6,107812.11,30,11,22.75,81,39,48.55,30.189653,81.663486,-81.663486,Fair
12,720251,1,5,1,0,0,2,31,35000,I-295 (SR-9A),,MORSE AVE.,5 MI. S. OF SR-228,99.99,1.413,0,72000017,0,30133400,81454600,5,3,1,1,17,1970,2,6,9100,2022,5,10.6,0,0,0,0,0,0,0,5,N,0,0,A,1,1,5,2,0,0,4,0,13.2,30.8,84.4,0,0,13.2,14.1,99.99,H,4.92,H,9.3,9.3,7,7,7,N,N,1,58.4,1,34.9,7,5,5,5,N,8,,,0,523,24,N  ,N  ,N  ,,,,0,0,0,,,0,               ,0,N,2,,0,0,0,1,0,0,0,2,0,,Y,N,15788,2044,0,N,12,G,7,1190.04,30,13,34,81,45,46,30.226111,81.762778,-81.762778,Good
12,720252,1,1,1,295,0,2,31,35000,WHEAT RD.,,I-295 SB (SR-9A),0.5 MI. S. OF 103rd ST.,99.99,24.705,1,72001000,0,30142542,81454675,2,3,1,1,11,1970,3,2,27250,2022,6,17.2,0,2,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,3,0,17,16.8,38.4,0,0,17,18.1,99.99,H,4.21,H,4.2,0,7,7,7,N,N,4,54.4,4,32.7,7,6,3,5,N,8,,,0,922,24,N  ,N  ,N  ,,,,0,0,0,,,0,               ,1,L,1,,1,0,1994,1,0,0,0,13,1,,Y,N,47279,2044,0,N,12,G,7,695.04,30,14,25.42,81,45,46.75,30.240394,81.762986,-81.762986,Good
12,720253,1,1,1,295,0,2,31,35000,103rd ST.,,I-295 SB (SR-9A),I-295 SB / 103rd ST.,99.99,25.582,1,72001000,0,30145398,81454679,1,3,1,1,11,1970,3,7,59000,2022,6,17.9,0,0,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,3,0,17.1,30.2,55.8,0,0,17.1,18,99.99,H,5.28,H,0.4,0,7,7,7,N,N,3,45.9,3,24.1,5,6,3,5,N,8,,,0,922,24,N  ,N  ,N  ,,,,0,0,0,,,0,               ,1,L,1,,1,0,1994,1,0,0,0,13,0,,Y,N,102365,2044,0,N,12,G,7,1004.4,30,14,53.98,81,45,46.79,30.248328,81.762997,-81.762997,Good
12,720254,1,1,7,10,0,2,31,35000,I-295 SB (SR-9A),,I-10EB TO I-295 NB,I-10EB TO I-295NB/I-295SB,99.99,0.444,0,72270437,0,30184789,81461365,5,3,1,1,11,1971,1,5,14000,2022,6,7.5,0,99,0,1,1,1,1,5,N,0,0,A,1,1,4,2,0,0,3,0,8.1,34.1,68,0,0,8.1,9.1,99.99,H,4.91,H,5.9,3.7,6,6,7,N,N,3,36.6,3,28.1,6,9,5,5,N,7,,,0,1222,24,N  ,N  ,N  ,,,,0,0,0,,,0,               ,1,N,1,,1,0,1994,1,0,0,0,16,1,,Y,N,24290,2044,0,N,12,F,6,618.8,30,18,47.89,81,46,13.65,30.313303,81.770458,-81.770458,Fair
12,720255,1,1,7,295,0,2,31,35000,I-10 (SR-8),,I-10EB TO I-295 NB,I-10 EB TO I-295 NB/ I-10,99.99,0.703,0,72270437,0,30185433,81460943,3,3,1,1,11,1971,1,8,14000,2022,6,7.9,0,2,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,4,0,8.2,26.8,82.3,0,0,8.2,9.2,99.99,H,6.34,H,7.2,3.8,7,7,7,N,N,1,69.8,1,41.7,7,9,6,5,N,6,,,0,1022,24,N  ,N  ,N  ,,,,0,0,0,,,0,               ,1,N,1,,1,0,1994,1,0,0,0,16,1,,Y,N,24290,2044,0,N,12,G,7,757.16,30,18,54.33,81,46,9.43,30.315092,81.769286,-81.769286,Good
12,720256,1,1,1,295,0,2,31,35000,I-10 (SR-8),,I-295 SB (SR-9A),I-295 SB OVER I-10,5.87,33.12,1,72001000,0,30185434,81461410,1,3,1,1,11,1971,4,8,47000,2022,6,19.5,0,0,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,4,0,19.5,26.8,77.4,0,0,19.5,20.4,5.87,H,4.95,H,7.2,3.7,7,6,7,N,N,4,54.4,4,32.7,6,5,5,5,N,8,,,0,922,24,N  ,N  ,N  ,,,,0,0,0,,,0,               ,1,L,1,,1,0,1994,1,0,0,0,14,1,,Y,N,81545,2044,0,N,12,F,6,1578.96,30,18,54.34,81,46,14.1,30.315094,81.770583,-81.770583,Good
